,Clean Review,Review,Title,Content,Rating,Sentiment,Year,Month,Day
142,yeah packing punch size speakers pack punchy bass overall sound rich pleasing vocals clear highs detail crisp no hifi expert know speakers intended purpose sound great pair superb job perfectly love,"yeah ! packing a punch. for the their size these speakers pack a punchy bass but the overall sound is rich and pleasing, vocals are clear and highs are detail crisp, i'm no hifi expert but know when speakers for the intended purpose sound great and this pair are superb and do the job perfectly. love them",yeah ! packing a punch,"for the their size these speakers pack a punchy bass but the overall sound is rich and pleasing, vocals are clear and highs are detail crisp, i'm no hifi expert but know when speakers for the intended purpose sound great and this pair are superb and do the job perfectly. love them",5,Positive,2022,8,21
143,best value monitor speaker best value monitor speaker bought 3 monitor speakers past one really good sound quality branded one,best value monitor speaker. best value monitor speaker! had bought 3 monitor speakers in the past but this one really has a good sound quality than the branded one’s i had.,best value monitor speaker,best value monitor speaker! had bought 3 monitor speakers in the past but this one really has a good sound quality than the branded one’s i had.,5,Positive,2022,8,20
144,great sounding compact great little speakers use gaming sound design kick hard want,great sounding. compact great little speakers use them for gaming and sound design and they kick hard when you want them to.,great sounding,compact great little speakers use them for gaming and sound design and they kick hard when you want them to.,5,Positive,2022,8,19
145,veey good ideal monitor speakers use home recording final mixdown also useful controls use pc listening music play backing tracks practise guitar amazing sound compact size,"veey good. ideal monitor speakers for use in home recording for final mixdown. also, useful as controls to use them with the pc for listening to music, and to play backing tracks to practise guitar to. amazing sound for such a compact size.",veey good,"ideal monitor speakers for use in home recording for final mixdown. also, useful as controls to use them with the pc for listening to music, and to play backing tracks to practise guitar to. amazing sound for such a compact size.",5,Positive,2022,8,17
146,worth money no anti thump us style power switch speakers provide clear unmuddled sound stage frequency response seems reassuringly flat place foam similar dampen vibrations otherwise skew response loud enough 3x6m room,"worth it for the money but no anti-thump on us style power switch.. these speakers provide a clear, unmuddled sound stage. the frequency response seems reassuringly flat. place on foam or similar to dampen vibrations which would otherwise skew the response. loud enough for a 3x6m room.",worth it for the money but no anti-thump on us style power switch.,"these speakers provide a clear, unmuddled sound stage. the frequency response seems reassuringly flat. place on foam or similar to dampen vibrations which would otherwise skew the response. loud enough for a 3x6m room.",5,Positive,2022,8,15
147,good solid sound well priced small pack punch great value replace 20 year old passive speakers little home studio speakers give good flat sound well worth money use room 2 2 metres dj ing music making not go super loud near field monitors not needed problem extra quid go pioneers little budget tight boys,"good solid sound, well priced.. small, pack a punch and great value. i had to replace my 20 year old passive speakers for my little home studio..these speakers give a good flat sound and are well worth the money. i use them in a room 2 by 2 metres for dj ing and music making. they don't go super loud but for near field monitors that should not be needed or a problem. if you have a few extra quid go for the pioneers but if little me budget is tight, these are the boys for you.","good solid sound, well priced.","small, pack a punch and great value. i had to replace my 20 year old passive speakers for my little home studio..these speakers give a good flat sound and are well worth the money. i use them in a room 2 by 2 metres for dj ing and music making. they don't go super loud but for near field monitors that should not be needed or a problem. if you have a few extra quid go for the pioneers but if little me budget is tight, these are the boys for you.",4,Positive,2022,8,15
148,best quality music use amazing speakers gaming specially music produce music eh essential good speakers price also think best around,"best quality for music!. i use these amazing speakers for gaming, but specially for music, i produce music so that’s ve eh essential to have good speakers and for the price also i think this is the best around",best quality for music!,"i use these amazing speakers for gaming, but specially for music, i produce music so that’s ve eh essential to have good speakers and for the price also i think this is the best around",5,Positive,2022,8,12
149,decent quality speakers picked prime day really decent quality speaker ideal turntables computer smart phone good build quality feel sturdy sound great,"decent quality speakers.. picked these up on prime day and they are a really decent quality speaker - ideal for turntables, computer or smart phone. very good build quality, feel sturdy and sound great.",decent quality speakers.,"picked these up on prime day and they are a really decent quality speaker - ideal for turntables, computer or smart phone. very good build quality, feel sturdy and sound great.",4,Positive,2022,8,11
150,solid performance fills sonic gap 3 5 matching speakers cabling bit tricky recommend wbc world best cables eminence connectors classic xke quad mic cable buy longer think great sub recommend 3 5 presonus speakers well,solid performance. fills the sonic gap i had with the 3.5 matching speakers. cabling can be a bit tricky but i would recommend wbc (world's best cables) with the eminence connectors and classic xke quad mic cable. and buy longer than you think. a great sub would recommend the 3.5 presonus speakers as well,solid performance,fills the sonic gap i had with the 3.5 matching speakers. cabling can be a bit tricky but i would recommend wbc (world's best cables) with the eminence connectors and classic xke quad mic cable. and buy longer than you think. a great sub would recommend the 3.5 presonus speakers as well,5,Positive,2022,8,8
151,great speaker bluetooth not remembered love design looks neat amazing however one issue bluetooth device not stored turning speaker turn later day device cannot connect anymore need pair pressing button back speakers quite hassle thus 4 stars,"great speaker but bluetooth is not being remembered. i love the design, it looks neat and amazing. however, one issue the bluetooth device is not being stored. after turning off the speaker then turn it on later during the day, my device cannot connect anymore. i need to ‘pair’ it again by pressing the button at the back of the speakers. quite a hassle for me (thus 4 stars).",great speaker but bluetooth is not being remembered,"i love the design, it looks neat and amazing. however, one issue the bluetooth device is not being stored. after turning off the speaker then turn it on later during the day, my device cannot connect anymore. i need to ‘pair’ it again by pressing the button at the back of the speakers. quite a hassle for me (thus 4 stars).",4,Positive,2022,7,31
152,powerful think standard monitors good control output not come cables buy trs cables,"more powerful than you’d think. standard monitors, good control and output, does not come with all cables, you will have to buy your own trs cables",more powerful than you’d think,"standard monitors, good control and output, does not come with all cables, you will have to buy your own trs cables",5,Positive,2022,7,30
153,excellent money probably best monitors price presonus solid company thier software top notch not using studio one missing hands best daw super price market love,excellent!. for the money these are probably the best monitors for the price. presonus are a solid company and thier software is top notch!..if you aren't using studio one you are missing out. hands down the best daw for a super price on the market. love it.,excellent!,for the money these are probably the best monitors for the price. presonus are a solid company and thier software is top notch!..if you aren't using studio one you are missing out. hands down the best daw for a super price on the market. love it.,5,Positive,2022,7,29
154,excellent value money audiophile review think cheapest single bit audio equipment wanted something use desktop monitoring guitar playing without breaking bank 600 hifi setup good iem open back headphones things considered think really good value money resolution ability reproduce detail music good money not able discern lossy vs lossless music not even close however hold detail midrange pretty good high end clarity lost little money not expect much range frequencies well 3 inch monitors course wont produce floor shaking sub bass example billy eilish power sub bass wubwub bits starting 2 45 barely audible least no weight sound tuning seems pretty flat frequencies produces however course nowhere near full range sound discussed lacks majority bass 60hz soundstage imaging ability place certain sounds space front back left right fairly poor narrow however expected something relly get much expensive speakers front back imaging falls isnt much depth soundstage either must reiterate not expect 89 power volume enough kind small medium room desktop listening designed not hifi system room filling sound perfect desktop use connectivity excellent whole range options personally run audiointerface back using rca trs works fine idea powered slave speaker makes sense price build quality great not really ask 89 honestly quite impressive,"excellent value for money - audiophile review. so i think these are the cheapest single bit of audio equipment i own. i wanted something to use at my desktop for monitoring my guitar playing without breaking the bank...i have a £600 hifi setup, good iem's and open back headphones, and all things considered i think these are really good value for money...resolution (ability for them to reproduce detail in music).- good (for the money). you won't be able to discern lossy vs lossless music with these. not even close. however they hold their own. the detail in the midrange is pretty good. high end clarity is lost a little. for the money, i'd not expect much more than this...range of frequencies.- well, they're 3-inch monitors. of course they wont produce floor shaking sub-bass. for example in billy eilish - your power. the sub bass wubwub bits starting at 2.45 are barely audible, or at least there is no weight to the sound at all...tuning.- it seems pretty 'flat' to me for the frequencies it produces, however, of course this is nowhere near a full-range sound (as discussed above) so it lacks the majority of bass below 60hz...soundstage and imaging (the ability for them to place certain sounds in space - front, back, left, right, up, down).- is fairly poor, narrow, however to be expected. this is something you only relly get with much more expensive speakers.- front/back and up/down imaging is where it falls off. there isnt much depth to the soundstage either. again, i must reiterate i wouldn't expect this at £89...power (volume).- more than enough for any kind of small-medium room desktop listening which this is designed for. not a hifi system / room filling sound. but perfect for desktop use...connectivity.- excellent. whole range of options. personally i run from my audiointerface into the back using rca or trs and it works just fine. the idea of a powered and slave speaker makes more sense at this price...build quality.- great. i wouldn't really ask for any more than this at £89. it's honestly quite impressive. t",excellent value for money - audiophile review,"so i think these are the cheapest single bit of audio equipment i own. i wanted something to use at my desktop for monitoring my guitar playing without breaking the bank...i have a £600 hifi setup, good iem's and open back headphones, and all things considered i think these are really good value for money...resolution (ability for them to reproduce detail in music).- good (for the money). you won't be able to discern lossy vs lossless music with these. not even close. however they hold their own. the detail in the midrange is pretty good. high end clarity is lost a little. for the money, i'd not expect much more than this...range of frequencies.- well, they're 3-inch monitors. of course they wont produce floor shaking sub-bass. for example in billy eilish - your power. the sub bass wubwub bits starting at 2.45 are barely audible, or at least there is no weight to the sound at all...tuning.- it seems pretty 'flat' to me for the frequencies it produces, however, of course this is nowhere near a full-range sound (as discussed above) so it lacks the majority of bass below 60hz...soundstage and imaging (the ability for them to place certain sounds in space - front, back, left, right, up, down).- is fairly poor, narrow, however to be expected. this is something you only relly get with much more expensive speakers.- front/back and up/down imaging is where it falls off. there isnt much depth to the soundstage either. again, i must reiterate i wouldn't expect this at £89...power (volume).- more than enough for any kind of small-medium room desktop listening which this is designed for. not a hifi system / room filling sound. but perfect for desktop use...connectivity.- excellent. whole range of options. personally i run from my audiointerface into the back using rca or trs and it works just fine. the idea of a powered and slave speaker makes more sense at this price...build quality.- great. i wouldn't really ask for any more than this at £89. it's honestly quite impressive. t",5,Positive,2022,7,26
155,excellent product connect easily sounds great plenty range,"excellent product. connect easily, sounds great, plenty of range",excellent product,"connect easily, sounds great, plenty of range",5,Positive,2022,7,24
156,wow powerful not expect big powerful clear bass good tuning settings back wish bass volume control back sub,wow powerful. did not expect it to be this big. very powerful and clear bass with good tuning settings on the back. i wish it had a bass volume control on the back of the sub.,wow powerful,did not expect it to be this big. very powerful and clear bass with good tuning settings on the back. i wish it had a bass volume control on the back of the sub.,5,Positive,2022,7,20
157,blew spectacular 5 days worked fine 4 days switched morning instant loud band huge electrical spark seen speaker grill,"blew spectacular after 5 days!. worked fine for 4 days, switched them on the this morning instant loud band with a huge electrical spark seen through the speaker grill.",blew spectacular after 5 days!,"worked fine for 4 days, switched them on the this morning instant loud band with a huge electrical spark seen through the speaker grill.",1,Negative,2022,7,19
158,singular bluetooth speaker bought 4 5 bluetooth pair sound quality fantastic something note speakers aren bluetooth enabled main speaker passive speaker must connect cables knowledgeable people know watch didn compliment sound enough known essentially wired found suitable pair bluetooth enabled,"singular bluetooth speaker. i bought the 4.5 bluetooth pair. while the sound quality is fantastic, something to note is that both speakers aren’t bluetooth enabled. there is the main speaker, which is, and a passive speaker which you must connect cables to. more knowledgeable people might know to watch out for this, but i didn’t. i can’t compliment the sound enough, but had i known these were essentially wired too, i’d have found a more suitable pair that were both bluetooth enabled.",singular bluetooth speaker,"i bought the 4.5 bluetooth pair. while the sound quality is fantastic, something to note is that both speakers aren’t bluetooth enabled. there is the main speaker, which is, and a passive speaker which you must connect cables to. more knowledgeable people might know to watch out for this, but i didn’t. i can’t compliment the sound enough, but had i known these were essentially wired too, i’d have found a more suitable pair that were both bluetooth enabled.",4,Positive,2022,7,18
159,good monitors price sound quality volume level good bluetooth added bonus price,"good monitors. price, sound quality, volume level. all good for me. bluetooth an added bonus at this price",good monitors,"price, sound quality, volume level. all good for me. bluetooth an added bonus at this price",5,Positive,2022,7,16
160,fantastic multimedia gaming speakers bought replace set creative gigaworks t40 ii creative t100 felt something missing sound looked monitor speakers discounted not audiophile like good sound speakers spades soon swapped old speakers desk amazed much clearer well better defined sound although dabble bit midi controller virtual instruments sometimes not musician see use people create music computer surprising thing price around price gigaworks t40 ii bought cheaper creative t100s although keep hold t40s spare set getting rid t100s never satisfied price set excellent value tried games well hear footsteps voices around buildings fps games heard via headphones never heard speakers clearly sum pleased,"fantastic multimedia and gaming speakers. i bought those to replace a set of creative gigaworks t40 ii's and creative t100's as i felt something was missing from the sound so i looked at those monitor speakers as they were discounted...i'm not an audiophile but i do like good sound and these speakers have it in spades. as soon as i swapped my old speakers off my desk, i was amazed by how much clearer and well better defined the sound was...although i dabble a bit with a midi controller with virtual instruments sometimes, i'm not a musician but i can see those being of use to some people who do create music on computer...the most surprising thing of all was the price, they were around the same price as the gigaworks t40 ii's when i bought them and cheaper than the creative t100s. although i'll keep a hold of the t40s as a spare set, i'll be getting rid of the t100s as i was never satisfied with them. for the price, this set are excellent value...i've tried them in games as well, i can hear footsteps and voices around buildings in some fps games that i've heard via headphones but never heard before on speakers so clearly. to sum it up, i'm very pleased with them!",fantastic multimedia and gaming speakers,"i bought those to replace a set of creative gigaworks t40 ii's and creative t100's as i felt something was missing from the sound so i looked at those monitor speakers as they were discounted...i'm not an audiophile but i do like good sound and these speakers have it in spades. as soon as i swapped my old speakers off my desk, i was amazed by how much clearer and well better defined the sound was...although i dabble a bit with a midi controller with virtual instruments sometimes, i'm not a musician but i can see those being of use to some people who do create music on computer...the most surprising thing of all was the price, they were around the same price as the gigaworks t40 ii's when i bought them and cheaper than the creative t100s. although i'll keep a hold of the t40s as a spare set, i'll be getting rid of the t100s as i was never satisfied with them. for the price, this set are excellent value...i've tried them in games as well, i can hear footsteps and voices around buildings in some fps games that i've heard via headphones but never heard before on speakers so clearly. to sum it up, i'm very pleased with them!",5,Positive,2022,7,14
161,utter bargain recently got back music creation bought daw relied headphones great read best 2nd reference ie audio monitors checking levels not want spend much case became another one many fads driving presonus 24c audio interface wired singles trs cables instead rca cable provide money sound pretty darn good loud pack lot punch size double great gaming speakers icing cake buying used returned pair amazon marketplace 66 described deep scratch checked nothing immaculate,"utter bargain. i recently got back in music creation and bought a daw. up until then i relied on headphones which were great. but then i read it's best to have a 2nd reference, ie audio monitors for checking levels and such..didn't want to spend too much in case it became another one of many fads..i'm driving these with a presonus 24c audio interface, wired with singles trs cables instead of the rca cable they provide..for the money they sound pretty darn good, and loud too. the pack a lot of punch for there size and double up as great gaming speakers...the icing on the cake for me was buying a used/returned pair off amazon marketplace for £66. they were described as having a deep scratch but when i checked them over. nothing, immaculate.",utter bargain,"i recently got back in music creation and bought a daw. up until then i relied on headphones which were great. but then i read it's best to have a 2nd reference, ie audio monitors for checking levels and such..didn't want to spend too much in case it became another one of many fads..i'm driving these with a presonus 24c audio interface, wired with singles trs cables instead of the rca cable they provide..for the money they sound pretty darn good, and loud too. the pack a lot of punch for there size and double up as great gaming speakers...the icing on the cake for me was buying a used/returned pair off amazon marketplace for £66. they were described as having a deep scratch but when i checked them over. nothing, immaculate.",5,Positive,2022,7,10
162,great sound intense blue led easily best sound quality find price point speaker size great build quality everything feels well made solid dials connections good thing sucks unnecessarily bright blue power led front,"great sound with an intense blue led.. easily the best sound quality you'll find at this price point and for a speaker of this size. great build quality, everything feels well made and solid, all the dials and connections are good. only thing that sucks is the unnecessarily bright blue power led on the front of them.",great sound with an intense blue led.,"easily the best sound quality you'll find at this price point and for a speaker of this size. great build quality, everything feels well made and solid, all the dials and connections are good. only thing that sucks is the unnecessarily bright blue power led on the front of them.",5,Positive,2022,7,9
163,nice great speaker small mighty like value money also like,"nice, great speaker. small but mighty, (like me) value for money, (also like me)","nice, great speaker","small but mighty, (like me) value for money, (also like me)",5,Positive,2022,7,7
164,good value budget sub not expecting much device good quality adam sub main studio owned 6 years purchased decks setup say quite impressed great value money fits nicely ikea kallax square convenient hiding away improve put volume control front,"good value budget sub. i wasn't expecting much from this device, as there is a good quality adam sub in my main studio that i've owned for 6+ years. this was purchased for my decks setup, and i have to say i am quite impressed...great value for money, and it fits nicely into an ikea kallax square, which is very convenient for hiding it away...how could they improve it? put a volume control on the front",good value budget sub,"i wasn't expecting much from this device, as there is a good quality adam sub in my main studio that i've owned for 6+ years. this was purchased for my decks setup, and i have to say i am quite impressed...great value for money, and it fits nicely into an ikea kallax square, which is very convenient for hiding it away...how could they improve it? put a volume control on the front",4,Positive,2022,7,4
165,sound great clear balanced sound,they sound great. very clear and balanced sound,they sound great,very clear and balanced sound,5,Positive,2022,6,30
166,surprise not expect wanted smaller monitors general use not running full rig studio things gave biggest surprise long time size price stunning,what a surprise.. i didn't expect this. i wanted some smaller monitors for general use when i'm not running my full rig in the studio. these things gave me the biggest surprise for a long time. for the size and price they are stunning.,what a surprise.,i didn't expect this. i wanted some smaller monitors for general use when i'm not running my full rig in the studio. these things gave me the biggest surprise for a long time. for the size and price they are stunning.,5,Positive,2022,6,25
167,awesome general balanced sound,awesome! general balanced sound!. ,awesome! general balanced sound!,,5,Positive,2022,6,24
168,superb audio size great clear audio gain staging mixing love bluetooth multiple inputs versatile,superb audio for the size. great clear audio for gain staging & mixing. and love the bluetooth and multiple inputs. very versatile.,superb audio for the size,great clear audio for gain staging & mixing. and love the bluetooth and multiple inputs. very versatile.,5,Positive,2022,6,23
169,great speakers use sonifex so2 monitor output great sounding speakers,great speakers. use them with my sonifex so2 to monitor the output - great sounding speakers.,great speakers,use them with my sonifex so2 to monitor the output - great sounding speakers.,5,Positive,2022,6,18
170,passive speaker not working bought speakers use monitor music production unfortunately issue left passive speaker unable make work contact presonus audio electronics seeking technical support not resolve issue eventually advised return item amazon currently waiting refunded,"passive speaker not working. i bought the speakers to use as a monitor for music production..unfortunately there was an issue with the left passive speaker.as i was unable to make it work..i've been in contact with presonus audio electronics seeking for their technical support, but they couldn't resolve the issue..eventually i was advised to return the item to amazon..i'm currently waiting to be refunded",passive speaker not working,"i bought the speakers to use as a monitor for music production..unfortunately there was an issue with the left passive speaker.as i was unable to make it work..i've been in contact with presonus audio electronics seeking for their technical support, but they couldn't resolve the issue..eventually i was advised to return the item to amazon..i'm currently waiting to be refunded",2,Negative,2022,6,13
171,absolutely wonderful speakers highly recommended sound quality excellent set five minutes don hesitate superb bargain,absolutely wonderful speakers highly recommended. sound quality is excellent and set up in five minutes. don’t hesitate…..superb bargain,absolutely wonderful speakers highly recommended,sound quality is excellent and set up in five minutes. don’t hesitate…..superb bargain,5,Positive,2022,6,12
172,not great sound quality way expected weak bass overall not great sound disappointed,not great. sound quality way below what i expected. weak bass and overall not a great sound. disappointed!,not great,sound quality way below what i expected. weak bass and overall not a great sound. disappointed!,1,Negative,2022,6,6
173,really great spent weeks researching monitors buy went loads different models going get 3 5s went 4 5 glad use playing guitar amp sims general music listening watching videos really good cannot fault not rated review gaming side always use headset,"really great. spent weeks researching what monitors to buy and went through loads of different models. i was going to get the 3.5s but went for the 4.5 and i'm glad i did...i use them for playing my guitar through amp sims, general music listening and watching videos and they're really very good. cannot fault them at all. i haven't rated them in the review on the gaming side of it as i always use a headset for that.",really great,"spent weeks researching what monitors to buy and went through loads of different models. i was going to get the 3.5s but went for the 4.5 and i'm glad i did...i use them for playing my guitar through amp sims, general music listening and watching videos and they're really very good. cannot fault them at all. i haven't rated them in the review on the gaming side of it as i always use a headset for that.",5,Positive,2022,6,1
174,cannot explain good every level speakers wow sound wow incredible beats brands ive pioneer mackie etc etc things crisp serious punch cello funky house amazing,"i cannot explain how good on every level these speakers are. wow, sound, wow.. incredible, beats all other brands ive had pioneer, mackie etc etc. these things are crisp with a serious punch. from cello to funky house. amazing.","i cannot explain how good on every level these speakers are. wow, sound, wow.","incredible, beats all other brands ive had pioneer, mackie etc etc. these things are crisp with a serious punch. from cello to funky house. amazing.",5,Positive,2022,6,1
175,not ideal loud sound production unfortunately not trick although volume bass quality actually really good issue speakers start distorting sound loud volume 10 15 minutes thus not able enjoy loud music turns common issue speakers suggested customers websites returned item not expected,"not ideal for loud sound production. unfortunately these didn't do the trick for me. although the volume, bass and quality is actually really good, there is an issue where these speakers start distorting the sound once they have been in loud volume for more than 10-15 minutes, thus not being able to enjoy loud music..it turns out that this is a common issue with these speakers, as suggested by other customers on other websites..i have returned the item as it was not what i expected",not ideal for loud sound production,"unfortunately these didn't do the trick for me. although the volume, bass and quality is actually really good, there is an issue where these speakers start distorting the sound once they have been in loud volume for more than 10-15 minutes, thus not being able to enjoy loud music..it turns out that this is a common issue with these speakers, as suggested by other customers on other websites..i have returned the item as it was not what i expected",2,Negative,2022,5,30
176,sound great great price many monitor speakers ive listen different versions really good quality defo recommend,"the sound is great. these are great for the price, there are many monitor speakers out there and ive listen to a few different versions and these a really good quality, i would defo recommend them.",the sound is great,"these are great for the price, there are many monitor speakers out there and ive listen to a few different versions and these a really good quality, i would defo recommend them.",5,Positive,2022,5,29
177,excellent purchase price found nothing wrong great,excellent purchase for price. i have found nothing wrong with them. they're great,excellent purchase for price,i have found nothing wrong with them. they're great,5,Positive,2022,5,29
178,incredible amazing price alone quality great sound im glad went get,"incredible. these are amazing, for the price alone, quality is great and so is the sound. im glad i went for these..get them",incredible,"these are amazing, for the price alone, quality is great and so is the sound. im glad i went for these..get them",5,Positive,2022,5,26
179,better expected knew good reviews however sceptical people said not loud 4 5 since owning 3 5 far loud enough rarely use half volume unless want tinnitus complaint pay extra 17 bluetooth feel come standard days,"better than expected. i knew they would be good because of the reviews, however, i was sceptical because some people said they weren't as loud as the 4.5's. but since owning the 3.5 they are by far loud enough and i rarely use above half volume unless i want tinnitus. only complaint is that i had to pay an extra £17 for bluetooth when i feel that should come standard these days.",better than expected,"i knew they would be good because of the reviews, however, i was sceptical because some people said they weren't as loud as the 4.5's. but since owning the 3.5 they are by far loud enough and i rarely use above half volume unless i want tinnitus. only complaint is that i had to pay an extra £17 for bluetooth when i feel that should come standard these days.",5,Positive,2022,5,25
180,great sound great sound used focusrite scarlet,great sound. great sound- used with focusrite scarlet,great sound,great sound- used with focusrite scarlet,5,Positive,2022,5,25
181,brilliant sub price brilliant sub price,brilliant sub for the price. brilliant sub for the price,brilliant sub for the price,brilliant sub for the price,4,Positive,2022,5,25
182,solid set speakers bought replace set mackie cr4 started give 6 years light use hoping last bit longer easy set active speaker left one not work reverse inputs make right one useful power volume adjustment front volume control linear no expert sound great step form mackie zero hum clarity great moderate volumes listen,"solid set of speakers. bought these to replace a set of mackie cr4's which had started to give up after 6 years of light use - hoping these last a bit longer...easy set-up - the active speaker is the left one - which didn't work for me so had to reverse the inputs to make it the right one. useful to have the power and volume adjustment on the front. volume control very linear...i am no expert but these do sound great, a step up form the mackie's - i have zero hum and clarity is great up to the moderate volumes i listen at.",solid set of speakers,"bought these to replace a set of mackie cr4's which had started to give up after 6 years of light use - hoping these last a bit longer...easy set-up - the active speaker is the left one - which didn't work for me so had to reverse the inputs to make it the right one. useful to have the power and volume adjustment on the front. volume control very linear...i am no expert but these do sound great, a step up form the mackie's - i have zero hum and clarity is great up to the moderate volumes i listen at.",4,Positive,2022,5,24
183,wow wasted 8 weeks thinking time deciding whether buy arrived today hit everything 3 5mm rca macbookpro bluetooth iphone sound breathtaking ignore reviews saying lack bass really punchy deliver stunning stage sound great separation type depth makes think studio recording massively recommended update ordered eris 3 5bt different room,"wow!. i wasted 8 weeks! ... of thinking time deciding whether to buy these! they arrived today and i have hit them with everything, 3.5mm to rca from macbookpro, and bluetooth from my iphone. they sound breathtaking! ignore any reviews saying they lack bass, they are really punchy. what they do deliver is a stunning stage of sound, great separation, and the type of depth that makes you think you're in the studio during the recording. massively recommended!**** ... update, i've just ordered the eris 3.5bt for a different room",wow!,"i wasted 8 weeks! ... of thinking time deciding whether to buy these! they arrived today and i have hit them with everything, 3.5mm to rca from macbookpro, and bluetooth from my iphone. they sound breathtaking! ignore any reviews saying they lack bass, they are really punchy. what they do deliver is a stunning stage of sound, great separation, and the type of depth that makes you think you're in the studio during the recording. massively recommended!**** ... update, i've just ordered the eris 3.5bt for a different room",5,Positive,2022,5,23
184,great sound affordable price really nice speakers connected speakers pc via ifi dac result awesome playing itunes apple lossless sound crisp clear nice bass tones well doesn muddy overall sound blow eardrums apart overall nice sounding pair speakers easy connect affordable,"great sound at an affordable price. really nice speakers. i connected these speakers to a pc via an ifi dac, and the result was awesome..playing itunes through apple lossless, and the sound is crisp and clear. nice bass tones as well, which doesn’t muddy the overall sound, or blow your eardrums apart..overall, a very nice sounding pair of speakers. easy to connect, and very affordable.",great sound at an affordable price,"really nice speakers. i connected these speakers to a pc via an ifi dac, and the result was awesome..playing itunes through apple lossless, and the sound is crisp and clear. nice bass tones as well, which doesn’t muddy the overall sound, or blow your eardrums apart..overall, a very nice sounding pair of speakers. easy to connect, and very affordable.",5,Positive,2022,5,21
185,10 10 10 10,10/10. 10/10,10/10,10/10,5,Positive,2022,5,20
186,clear sound not booming muddy bottom end like many speakers price upgraded mid range creative speakers sound much ckeaner intended near field monitors not designed fill room computer speakers mixing great,"clear sound, not booming or muddy at the bottom end like many speakers at this price. i upgraded to these from some mid range creative speakers- these sound much ckeaner. they're intended as near field monitors, so they're not designed to fill a room. but as computer speakers or for mixing, they're great","clear sound, not booming or muddy at the bottom end like many speakers at this price","i upgraded to these from some mid range creative speakers- these sound much ckeaner. they're intended as near field monitors, so they're not designed to fill a room. but as computer speakers or for mixing, they're great",5,Positive,2022,5,17
187,amazing speakers read reviews purchasing speakers dj home reviews said great speakers bought must say price amazing speakers small light great sound quality highly recommend anyone,"amazing speakers. i read the reviews before purchasing these speakers to dj at home. all the reviews said they were great speakers so i bought them and must say that for the price these are amazing speakers. small, light and great sound quality. i would highly recommend these to anyone",amazing speakers,"i read the reviews before purchasing these speakers to dj at home. all the reviews said they were great speakers so i bought them and must say that for the price these are amazing speakers. small, light and great sound quality. i would highly recommend these to anyone",5,Positive,2022,5,17
188,impressed definitely surpassed expectations price not expecting clarity richness sounds even not sense boosting dipping anywhere pretty flat sound definitely mixing not imagine better price,"very impressed. these definitely surpassed my expectations. for the price i wasn't expecting such clarity and richness. it all sounds even, can't sense any boosting/dipping anywhere, pretty flat sound, definitely will do for mixing. i can't imagine better for the price.",very impressed,"these definitely surpassed my expectations. for the price i wasn't expecting such clarity and richness. it all sounds even, can't sense any boosting/dipping anywhere, pretty flat sound, definitely will do for mixing. i can't imagine better for the price.",5,Positive,2022,5,15
189,excellent sound quality good purchased another pair,excellent sound quality.. so good i purchased another pair.,excellent sound quality.,so good i purchased another pair.,5,Positive,2022,5,15
190,best speakers ever small powerful sound crispy u every instrument song u listening games films pushing armchair high medium low tones perfect best value money recomend everyone like listening good music playing games well best regards rob,"the best speakers which i ever had. that are small but very powerful. the sound is so crispy that u can here every instrument in song which u listening. the games and films pushing you into armchair high, medium and low tones are perfect...the best value for that money. can recomend them to everyone who like to listening good music and playing games as well...best regards,.rob",the best speakers which i ever had,"that are small but very powerful. the sound is so crispy that u can here every instrument in song which u listening. the games and films pushing you into armchair high, medium and low tones are perfect...the best value for that money. can recomend them to everyone who like to listening good music and playing games as well...best regards,.rob",5,Positive,2022,5,11
191,no contenders price point speakers break truly astonishing 4 5 inch mixing studio music no colouration sound hear people hear regardless set first class,no contenders at this price point. once these speakers break in they are truly astonishing (4.5 inch ) for mixing studio music as there is no colouration in the sound. what you hear is what other people will hear regardless of set up. first class.,no contenders at this price point,once these speakers break in they are truly astonishing (4.5 inch ) for mixing studio music as there is no colouration in the sound. what you hear is what other people will hear regardless of set up. first class.,5,Positive,2022,5,11
