,Id,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,pipeline_score,Clean Review,Review,Title,Content,Rating,Sentiment,Year,Month,Day,Review Length,Word Count
194,194,0.1,0.631,0.269,0.888,0.19492055475711823,0.29907089471817017,0.5060085654258728,-0.71507,great speakers small problem sound little speakers excellent bluetooth part really not great 2022 barely works 3 meters away without cutting disappointing bluetooth purely plugging excellent,great speakers with a small problem. the sound from these little speakers are excellent but the bluetooth part is really not great for 2022 it barely works just 3 meters away without cutting in and out. disappointing on the bluetooth. but purely for plugging in they are excellent.,great speakers with a small problem,the sound from these little speakers are excellent but the bluetooth part is really not great for 2022 it barely works just 3 meters away without cutting in and out. disappointing on the bluetooth. but purely for plugging in they are excellent.,4,Positive,2022,4,17,281,48
195,195,0.017,0.713,0.269,0.9765,0.003330138511955738,0.01383181381970644,0.9828380346298218,0.99859,presonus great always 150 eris sub8 great value money big fan presonus gear impressed one great things trs connectivity making easy connect audio interface monitors also numerous settings amp tweak sound liking bit noise floor not significant definitely recommend subwoofer anyone looking budget option still sounds great,"presonus, great as always. for £150, the eris sub8 is great value for money. i'm a big fan of presonus gear, and once again i am impressed. for me, one of the great things is the trs connectivity, making it very easy to connect to your audio interface and your monitors. there are also numerous settings on the amp to tweak the sound to your liking. there is a bit of a noise floor, but it isn't too significant. i would definitely recommend this subwoofer to anyone looking for a budget option that still sounds great.","presonus, great as always","for £150, the eris sub8 is great value for money. i'm a big fan of presonus gear, and once again i am impressed. for me, one of the great things is the trs connectivity, making it very easy to connect to your audio interface and your monitors. there are also numerous settings on the amp to tweak the sound to your liking. there is a bit of a noise floor, but it isn't too significant. i would definitely recommend this subwoofer to anyone looking for a budget option that still sounds great.",5,Positive,2022,4,14,519,96
196,196,0.0,1.0,0.0,0.0,0.8805524110794067,0.11048475652933121,0.008962894789874554,-0.99972,not working product not power returned,not working. product did not power up and was returned,not working,product did not power up and was returned,1,Negative,2022,4,13,54,10
197,197,0.029,0.642,0.329,0.9377,0.0034911739639937878,0.027449095621705055,0.9690597057342529,0.99984,great price point great speakers research purchasing not disappointed attached record player rock crisp clear drum bass punchy funk well funky overall recommend,"great price point, great speakers. i did my research before purchasing these. they have not disappointed. have them attached to my record player, rock is crisp and clear, drum and bass is punchy, funk is....well funky. overall recommend.","great price point, great speakers","i did my research before purchasing these. they have not disappointed. have them attached to my record player, rock is crisp and clear, drum and bass is punchy, funk is....well funky. overall recommend.",5,Positive,2022,4,10,237,38
198,198,0.05,0.727,0.223,0.8952,0.0052487170323729515,0.018677566200494766,0.9760737419128418,0.98911,fantastic sound quality used use old surround sound system turntable got rid little speakers sound amazing still need preamp turntable no phono input fabulous product money loads bass,"fantastic sound quality!. used to use our old surround sound system with the turntable, but we got rid of it. these little speakers sound amazing! you still need your preamp with a turntable as there’s no phono input. fabulous product for the money. loads of bass!",fantastic sound quality!,"used to use our old surround sound system with the turntable, but we got rid of it. these little speakers sound amazing! you still need your preamp with a turntable as there’s no phono input. fabulous product for the money. loads of bass!",5,Positive,2022,4,10,264,46
199,199,0.0,0.48,0.52,0.9609,0.0016726963222026825,0.006313451565802097,0.9920138716697693,0.99986,amazing amazing amazing wont regret buying happy purchase spent evening listening good,"amazing! amazing! amazing!. you wont regret buying these, so happy with my purchase. spent all evening listening to how good they are.",amazing! amazing! amazing!,"you wont regret buying these, so happy with my purchase. spent all evening listening to how good they are.",5,Positive,2022,4,7,134,22
200,200,0.0,1.0,0.0,0.0,0.02490372769534588,0.4160785377025604,0.5590177178382874,0.99987,light powerful exactly says box,light and powerful.. does exactly what it says on the box.,light and powerful.,does exactly what it says on the box.,5,Positive,2022,4,6,58,11
201,201,0.0,0.479,0.521,0.8655,0.002547899726778269,0.007357017137110233,0.9900950193405151,0.99988,excellent arrived time work perfectly love,excellent!. they arrived on time and work perfectly. love them,excellent!,they arrived on time and work perfectly. love them,5,Positive,2022,4,6,62,10
202,202,0.0,0.682,0.318,0.7906,0.00238990830257535,0.020341182127594948,0.9772689342498779,0.99984,impressive perfect pc set use dj controller great sound small package,impressive. perfect for my pc set up and use with my dj controller..great sound from a small package,impressive,perfect for my pc set up and use with my dj controller..great sound from a small package,5,Positive,2022,4,4,100,18
203,203,0.085,0.78,0.134,0.9469,0.5436589121818542,0.3262023329734802,0.13013872504234314,-0.98476,presonus eris sub8 compact gorgeous looks average performance positive reviews product much looking forward hooking sub system however first disappointed sound quality general not deliver window rattling lound punchy low end base like reviewers suggested said addition sub actually drastically improve overall low end frequencies paired somewhat base shy presonus e3 5 satellite speakers reason recommend sub please not expect ear shatteringly loud punchy low end base not get system hooked pc small office space 5 x10 mainly play music need sub speakers set almost max hpf 180 deg swithes located rear unit make no difference sound whatsoever little disappointing volume control also located back people may also find tad inconvenient shocked playing sub satellite speakers turned lower frequency base notes sounded not quiet muffled distorted hoping nice loud punchy low end base not get said played together satellite speakers overall sound seem come life not put review overall sound pretty good money usually true say get pay,"presonus eris sub8 compact with gorgeous looks & average performance!. after all the positive reviews about this product, i was so much looking forward to hooking this sub up to my system. however, i was at first very disappointed with the sound quality in general, because it did not deliver the window rattling, lound, punchy, low-end base like some other reviewers had suggested it did! having said that, the addition of this sub will actually drastically improve the overall low end frequencies when paired with the somewhat base-shy presonus e3.5 satellite speakers. for this reason i have to recommend this sub, but please don't expect ear shatteringly loud, punchy low end base because you won't get it! i have my system hooked up to my pc in a small office space just 5'x10' & mainly play music and i need both the sub & speakers set to almost max!.both hpf & 180 deg. swithes located on the rear of the unit make no difference to the sound whatsoever which is a little disappointing & the volume control is also located on the back which some people may also find a tad inconvenient..i was shocked when playing just the sub on its own (satellite speakers turned off) because the lower frequency base notes sounded not only very quiet, but muffled & distorted too! i was hoping for nice loud punchy low end base but didn't get it! having said that - when played together with the satellite speakers the overall sound does seem to come life!.don't be put off by this review because the overall sound is pretty good for the money & its usually true in what they say - ""you get what you pay for""!",presonus eris sub8 compact with gorgeous looks & average performance!,"after all the positive reviews about this product, i was so much looking forward to hooking this sub up to my system. however, i was at first very disappointed with the sound quality in general, because it did not deliver the window rattling, lound, punchy, low-end base like some other reviewers had suggested it did! having said that, the addition of this sub will actually drastically improve the overall low end frequencies when paired with the somewhat base-shy presonus e3.5 satellite speakers. for this reason i have to recommend this sub, but please don't expect ear shatteringly loud, punchy low end base because you won't get it! i have my system hooked up to my pc in a small office space just 5'x10' & mainly play music and i need both the sub & speakers set to almost max!.both hpf & 180 deg. swithes located on the rear of the unit make no difference to the sound whatsoever which is a little disappointing & the volume control is also located on the back which some people may also find a tad inconvenient..i was shocked when playing just the sub on its own (satellite speakers turned off) because the lower frequency base notes sounded not only very quiet, but muffled & distorted too! i was hoping for nice loud punchy low end base but didn't get it! having said that - when played together with the satellite speakers the overall sound does seem to come life!.don't be put off by this review because the overall sound is pretty good for the money & its usually true in what they say - ""you get what you pay for""!",4,Positive,2022,4,3,1601,286
204,204,0.013,0.804,0.184,0.9882,0.022015521302819252,0.1554376631975174,0.8225468397140503,0.76023,good speakers price look nice built well cables fairly long little longer long enough desks volume go loud without losing much quality louder ever need meant music people want hear things accurately means music production pretty good things voices practically sound bit okay gaming good bass good sound quality although things sound little things not noticeable not listing though also angle sound straight mean directly front speakers loud step side notice drop volume sound obvious noticeable speakers used think pretty good price good using electric instruments music production,"good speakers for the price. these look nice and are built well...the cables are fairly long. could be a little longer but long enough for most desks...the volume can go very loud without losing too much quality. louder than i will ever need...these are meant more for music people who want to hear things more accurately. this means that for music production the are pretty good but some things and voices in practically sound a bit off...they are okay for gaming as they have good bass and good sound quality although again, some things do sound a little off...most of these things are not that noticeable if you are not listing out for it though...they also angle sound very ""straight"". by this i mean if you are directly in front of the speakers they are very loud but if you step to the side you can notice a drop in volume. sound obvious but its more noticeable than with other speakers that i have used...all in all i think they are pretty good for the price and very good if you are using them for electric instruments or music production.",good speakers for the price,"these look nice and are built well...the cables are fairly long. could be a little longer but long enough for most desks...the volume can go very loud without losing too much quality. louder than i will ever need...these are meant more for music people who want to hear things more accurately. this means that for music production the are pretty good but some things and voices in practically sound a bit off...they are okay for gaming as they have good bass and good sound quality although again, some things do sound a little off...most of these things are not that noticeable if you are not listing out for it though...they also angle sound very ""straight"". by this i mean if you are directly in front of the speakers they are very loud but if you step to the side you can notice a drop in volume. sound obvious but its more noticeable than with other speakers that i have used...all in all i think they are pretty good for the price and very good if you are using them for electric instruments or music production.",4,Positive,2022,3,30,1047,190
205,205,0.031,0.722,0.247,0.9485,0.002374347299337387,0.01233759056776762,0.9852880835533142,0.99884,great connectivity love easy setup form factor sound great connected via line mac via blootooh work laptop time bluetooth connection instantaneous always ready start working away no need switch sources use monitors video editing,great connectivity. i love the easy setup and form factor. the sound is great. i have them connected via line in to my mac and via blootooh to my my work laptop at the same time. the bluetooth connection is instantaneous and always ready to start working away. no need to switch between sources..i use the monitors for video editing.,great connectivity,i love the easy setup and form factor. the sound is great. i have them connected via line in to my mac and via blootooh to my my work laptop at the same time. the bluetooth connection is instantaneous and always ready to start working away. no need to switch between sources..i use the monitors for video editing.,5,Positive,2022,3,30,333,60
206,206,0.138,0.493,0.369,0.6908,0.0051774075254797935,0.03716324642300606,0.9576593041419983,0.99975,wan regret purchase amazing sound small package perfect computer setups,"wan’t regret this purchase. amazing sound in small package, perfect for computer setups.",wan’t regret this purchase,"amazing sound in small package, perfect for computer setups.",5,Positive,2022,3,25,88,13
207,207,0.105,0.75,0.145,0.7138,0.2575335204601288,0.3193722665309906,0.4230941832065582,-0.95904,real review like small compact yet powerful set speakers used small room really good however something bit kick slightly larger room probably go 4 5 inch version 3 5 inch version really lack bass love 3 5 inch version speakers lack volume not go loud recording low volume daw software playback lack volume desire sound quality good though update week broken fuzzy noise coming left cone certain bass frequency hit sounds garbage,"a real review. if you would like a small compact yet powerful set of speakers to be used in a small room, these are really good. however, if you're after something with a bit more kick in a slightly larger room then you should probably go for the 4.5 inch version as the 3.5 inch version really lack bass. i love the 3.5 inch version of the speakers but it does lack volume, they don't go very loud so if you're recording at low volume in your daw software playback will lack the volume that you so desire. the sound quality is good though...update:.just under a week and they're broken, there's a fuzzy noise coming from the left cone when a certain bass frequency has hit and it sounds garbage now!!!!",a real review,"if you would like a small compact yet powerful set of speakers to be used in a small room, these are really good. however, if you're after something with a bit more kick in a slightly larger room then you should probably go for the 4.5 inch version as the 3.5 inch version really lack bass. i love the 3.5 inch version of the speakers but it does lack volume, they don't go very loud so if you're recording at low volume in your daw software playback will lack the volume that you so desire. the sound quality is good though...update:.just under a week and they're broken, there's a fuzzy noise coming from the left cone when a certain bass frequency has hit and it sounds garbage now!!!!",4,Positive,2022,3,24,703,131
208,208,0.018,0.837,0.144,0.9739,0.04198440536856651,0.2517946660518646,0.7062209248542786,0.99483,outstanding price stated reviews speakers punch way price size agree sound speakers big open tweeters provide really great rendition sorts cymbals set picks guitars pianos violins cellos brass reed vocals provides remarkably authentic clipping free level fidelity price size failing low end bass anyone expecting much 3 5 mid bass may somewhat optimistic matched units existing sub unit overall sound quality outstanding price 3 5s bottom 80hz bear mind superior many desktop speakers need sub want full sound stage buzzing install supplied cables adequate thought invest better shielded ones however judicious positioning power input cables solved problem recommend yes don know comes near price,"outstanding for the price. it’s been stated in other reviews that these speakers punch way above their price and size. i agree...the sound from the speakers is big and open. the tweeters provide really great rendition on all sorts of cymbals and the set up picks up all guitars, pianos, violins and cellos, brass, reed and vocals and provides a remarkably authentic, clipping free level of fidelity for their price and size...if they have a failing, it’s in low end bass. anyone expecting too much of that from a 3.5” mid/bass, may be somewhat optimistic...i matched these units with an existing sub unit and the overall sound quality is outstanding for the price. the 3.5s bottom out at 80hz. bear that in mind. on their own they are superior to many desktop speakers, but you need a sub if you want a full ‘sound stage’...there was some buzzing on install. the supplied cables are - adequate. i thought i might have to invest in some better (shielded) ones. however, judicious positioning of the power and input cables solved the problem...would i recommend these? yes. i don’t know what comes near them at their price.",outstanding for the price,"it’s been stated in other reviews that these speakers punch way above their price and size. i agree...the sound from the speakers is big and open. the tweeters provide really great rendition on all sorts of cymbals and the set up picks up all guitars, pianos, violins and cellos, brass, reed and vocals and provides a remarkably authentic, clipping free level of fidelity for their price and size...if they have a failing, it’s in low end bass. anyone expecting too much of that from a 3.5” mid/bass, may be somewhat optimistic...i matched these units with an existing sub unit and the overall sound quality is outstanding for the price. the 3.5s bottom out at 80hz. bear that in mind. on their own they are superior to many desktop speakers, but you need a sub if you want a full ‘sound stage’...there was some buzzing on install. the supplied cables are - adequate. i thought i might have to invest in some better (shielded) ones. however, judicious positioning of the power and input cables solved the problem...would i recommend these? yes. i don’t know what comes near them at their price.",5,Positive,2022,3,24,1121,194
209,209,0.0,0.283,0.717,0.9286,0.006195032503455877,0.03080485761165619,0.9630000591278076,0.99988,great work absolutely perfectly great sound quality,great. work absolutely perfectly and great sound quality,great,work absolutely perfectly and great sound quality,5,Positive,2022,3,22,56,8
210,210,0.077,0.568,0.355,0.8316,0.003741826629266143,0.07549187541007996,0.920766294002533,0.99925,used edit suite work well built well sound quality good size recommend using foam isolation pads improve desktop performance,used in my edit suite.. work well and are built well. sound quality good for the size. recommend using foam isolation pads to improve desktop performance.,used in my edit suite.,work well and are built well. sound quality good for the size. recommend using foam isolation pads to improve desktop performance.,5,Positive,2022,3,21,154,26
211,211,0.035,0.855,0.11,0.6147,0.0050389631651341915,0.016149157658219337,0.9788119196891785,0.99377,beast sounds great using presonus eris 5s sound quality excellent literally running fraction sound capable really doesn need go higher crack bricks stay falling walls,"it’s a beast!. sounds great!..i’m using with the presonus eris 5s and the sound quality is excellent...i’m literally running at a fraction of the sound it is capable of, but it really doesn’t need to go any higher. crack this up and the bricks will stay falling out the walls!! :-)",it’s a beast!,"sounds great!..i’m using with the presonus eris 5s and the sound quality is excellent...i’m literally running at a fraction of the sound it is capable of, but it really doesn’t need to go any higher. crack this up and the bricks will stay falling out the walls!! :-)",5,Positive,2022,3,21,281,51
212,212,0.336,0.618,0.046,-0.9042,0.899392306804657,0.08894982933998108,0.011657752096652985,-0.9995,broke within 6 weeks real pity good sound internal connections broke within 6 weeks speakers not moved since setup guess internal electronics poor said real pity,"broke within 6 weeks. real pity. good sound but internal connections broke within 6 weeks. the speakers had not been moved since setup so i guess the internal electronics were poor. as i said, a real pity.",broke within 6 weeks,"real pity. good sound but internal connections broke within 6 weeks. the speakers had not been moved since setup so i guess the internal electronics were poor. as i said, a real pity.",3,Neutral,2022,3,20,205,37
213,213,0.066,0.755,0.179,0.9891,0.08450040966272354,0.2903313636779785,0.6251682639122009,0.92058,really good price firstly point get absolutely no mains hum whatsoever studio monitors sensitive massive problems adams caused duff mains adaptor usually either leads devices plugged mains block possible give socket lamps trouble socket tv seems fine block upgrading interconnect cables also helps lot mine 50 quid overkill 20 30 supplied ones really low end sub 5 pound cables not speakers justice got upgrade pioneer dm40s set adam audio studio monitors upstairs everytime listened lounge found sound good underwhelming connected tv use tv music much immersive higher clarity pioneers soundstage comes much like separate bass treble controls tweak sound music videos come life not good adams extra 100 bigger professional 160 paid great treble clear sound lively fun bass good size speaker good relatively small lounge rear ported keep away walls cover ports not possible,"really good for the price. firstly i'll point out i get absolutely no mains hum from these whatsoever but studio monitors are sensitive to it. i had massive problems with my adams caused by a duff mains adaptor. it'll usually be either from the leads or other devices plugged into same mains block. if possible give these they're own socket. lamps can be trouble if in same socket. tv seems fine in same block. upgrading interconnect cables also helps a lot. mine are 50 quid and that's overkill but 20 or 30 should do. the supplied ones are really low end sub 5 pound cables and don't do the speakers justice. got these as an upgrade from the pioneer dm40s. i have a set of adam audio studio monitors upstairs and everytime i listened in my lounge i found the sound good but underwhelming. have these connected up to the tv and use for tv and music. they are much more immersive and higher clarity than the pioneers. soundstage comes out much further. like having separate bass and treble controls too to tweak the sound. music videos come to life. they're not as good as the adams but they are an extra 100 and bigger too and more professional. for 160 i paid for these they are great. treble is clear, sound is lively and fun. bass is good for the size of the speaker. good in my relatively small lounge. rear ported so keep away from walls or cover the ports if that's not possible .",really good for the price,"firstly i'll point out i get absolutely no mains hum from these whatsoever but studio monitors are sensitive to it. i had massive problems with my adams caused by a duff mains adaptor. it'll usually be either from the leads or other devices plugged into same mains block. if possible give these they're own socket. lamps can be trouble if in same socket. tv seems fine in same block. upgrading interconnect cables also helps a lot. mine are 50 quid and that's overkill but 20 or 30 should do. the supplied ones are really low end sub 5 pound cables and don't do the speakers justice. got these as an upgrade from the pioneer dm40s. i have a set of adam audio studio monitors upstairs and everytime i listened in my lounge i found the sound good but underwhelming. have these connected up to the tv and use for tv and music. they are much more immersive and higher clarity than the pioneers. soundstage comes out much further. like having separate bass and treble controls too to tweak the sound. music videos come to life. they're not as good as the adams but they are an extra 100 and bigger too and more professional. for 160 i paid for these they are great. treble is clear, sound is lively and fun. bass is good for the size of the speaker. good in my relatively small lounge. rear ported so keep away from walls or cover the ports if that's not possible .",5,Positive,2022,3,18,1387,257
214,214,0.09,0.799,0.11,0.0129,0.2021990418434143,0.3547094166278839,0.44309157133102417,-0.98074,good sound quality bad qc using macbook pro general usage listening music video gaming sound quality better another brand similar price speaker not turn week replace another hardware,"good sound quality but bad qc. i am using it with my macbook pro for general usage, listening to music, video, gaming. the sound quality is better than another m brand similar price speaker. but it did not turn on after a week. have to replace another hardware.",good sound quality but bad qc,"i am using it with my macbook pro for general usage, listening to music, video, gaming. the sound quality is better than another m brand similar price speaker. but it did not turn on after a week. have to replace another hardware.",3,Neutral,2022,3,18,261,48
215,215,0.081,0.919,0.0,-0.296,0.0862407460808754,0.2807064354419708,0.6330528259277344,-0.95225,didnt know missing got pc blow old speakers water loud extremely high quality,i didnt know what i was missing. got these for my pc and they blow all my old speakers out of the water. loud and extremely high quality.,i didnt know what i was missing,got these for my pc and they blow all my old speakers out of the water. loud and extremely high quality.,5,Positive,2022,3,10,137,28
216,216,0.075,0.796,0.13,0.7331,0.35527053475379944,0.3264225423336029,0.31830698251724243,-0.99901,delighted much better audioengine use pc speakers third cost couldn happy far edit three months use know product better dropped two stars use case simple pc use youtube odd game non critical music listening etc problem stereo imaging poor often clearly notice distinct separate sound left right channels perhaps monitor opposed standard speaker supposed work no good use case,"delighted. so much better than the audioengine for use as pc speakers and at a third of the cost. couldn’t be more happy so far..edit:.after three months use i know the product better now and have dropped two stars. my use case is for simple pc use: youtube, the odd game, non-critical music listening etc… problem is that the stereo imaging is poor. you can often clearly notice distinct and separate sound out of the left and right channels. perhaps that is how a monitor as opposed to a standard speaker is supposed to work. but it’s no good for my use case.",delighted,"so much better than the audioengine for use as pc speakers and at a third of the cost. couldn’t be more happy so far..edit:.after three months use i know the product better now and have dropped two stars. my use case is for simple pc use: youtube, the odd game, non-critical music listening etc… problem is that the stereo imaging is poor. you can often clearly notice distinct and separate sound out of the left and right channels. perhaps that is how a monitor as opposed to a standard speaker is supposed to work. but it’s no good for my use case.",3,Neutral,2022,3,6,561,103
217,217,0.0,0.754,0.246,0.908,0.006037804298102856,0.027168801054358482,0.9667933583259583,0.9985,build sound quality 5 star not usually reviews product make exception total value money build quality superb sound quality amazing connected turntable blown away sound quality highly recommended,"build and sound quality 5 star.. i don't usually do reviews, for this product i will make and exception. total value for money, build quality is superb, sound quality is amazing. connected to my turntable and was blown away with the sound quality. highly recommended.",build and sound quality 5 star.,"i don't usually do reviews, for this product i will make and exception. total value for money, build quality is superb, sound quality is amazing. connected to my turntable and was blown away with the sound quality. highly recommended.",5,Positive,2022,3,4,267,45
218,218,0.0,0.209,0.791,0.8211,0.002030064584687352,0.01345483772456646,0.9845150709152222,0.99987,pleased great product,very pleased. great product,very pleased,great product,5,Positive,2022,2,27,27,4
219,219,0.0,0.22,0.78,0.7964,0.0065258704125881195,0.08168509602546692,0.911789059638977,0.99983,good sub best sub,good sub. best sub,good sub,best sub,5,Positive,2022,2,23,18,4
220,220,0.0,0.849,0.151,0.931,0.00798508059233427,0.05948319286108017,0.9325317740440369,0.98056,impressive pretty impressed received set using focusrite scarlett 2i2 interface trs cables worlds best cables van damme tour grade classic xke starquad also anker usb c usb c 643 cable spare usb c outputs computer get standard usb b c cable device wanted something usual computer speakers think made right decision sound good cost 87,impressive.. pretty impressed. just received these and set them up using a focusrite scarlett 2i2 as the interface and trs cables from worlds best cables (van damme tour grade classic xke starquad). also an anker usb-c to usb-c 643 cable as i have spare usb-c outputs on my computer. you do get a standard usb-b to c cable with the device. i wanted something more than the usual computer speakers and think i have made the right decision. how can they sound this good and only cost £87.,impressive.,pretty impressed. just received these and set them up using a focusrite scarlett 2i2 as the interface and trs cables from worlds best cables (van damme tour grade classic xke starquad). also an anker usb-c to usb-c 643 cable as i have spare usb-c outputs on my computer. you do get a standard usb-b to c cable with the device. i wanted something more than the usual computer speakers and think i have made the right decision. how can they sound this good and only cost £87.,5,Positive,2022,2,19,486,88
221,221,0.114,0.791,0.095,-0.1117,0.3713298738002777,0.3702506721019745,0.2584194540977478,-0.81786,lightweight build quality bought amazon warehouse none stock time disappointed find no instructions software advertised alarming lightweight build quality hollow ring tap cabinet not expecting great things wrong mostly plenty power nearfield monitoring digs deep keeping notes tuneful tight no flabbiness impressed not look feel like cheap imitation real thing got 5 stars also like power light go least blink enters standby,"lightweight build quality. bought from amazon warehouse as none in stock at the time, i was disappointed to find no instructions or software as advertised . more alarming was the lightweight build quality that has a hollow ring to it when you tap the cabinet. i was not expecting great things, but i was wrong (mostly).there is plenty of power for nearfield monitoring and it digs deep keeping the notes tuneful and tight, no flabbiness at all. i was impressed! if only it didn't look and feel like a cheap imitation of the real thing it would have got 5 stars. i also would like the power light to go out or at least blink when it enters standby.",lightweight build quality,"bought from amazon warehouse as none in stock at the time, i was disappointed to find no instructions or software as advertised . more alarming was the lightweight build quality that has a hollow ring to it when you tap the cabinet. i was not expecting great things, but i was wrong (mostly).there is plenty of power for nearfield monitoring and it digs deep keeping the notes tuneful and tight, no flabbiness at all. i was impressed! if only it didn't look and feel like a cheap imitation of the real thing it would have got 5 stars. i also would like the power light to go out or at least blink when it enters standby.",4,Positive,2022,2,17,647,119
222,222,0.0,0.451,0.549,0.807,0.002979742828756571,0.02023864910006523,0.9767816066741943,0.99871,music production great speakers flat response really pleased,music production. great speakers. flat response. really pleased,music production,great speakers. flat response. really pleased,5,Positive,2022,2,16,63,8
223,223,0.132,0.785,0.083,-0.3854,0.010293660685420036,0.04069741070270538,0.9490089416503906,0.8699,impressive audio no mains hum incredible used yamaha hs8 monitors 450 comparable mid high end lacking low end drivers small no complains honestly need pair music gaming movie producing speakers get not experience mains hum even plugged 10 way extended 6 devices connected 10 10,"impressive audio, no mains hum. these are incredible. i used to own yamaha hs8 monitors (£450) and these have comparable mid and high end. lacking low end but that's just because the drivers are small so no complains there. honestly if you need a pair of music/gaming/movie/producing speakers, get these...i didn't experience any mains hum, even when plugged into a 10-way extended with 6 other devices connected. 10/10","impressive audio, no mains hum","these are incredible. i used to own yamaha hs8 monitors (£450) and these have comparable mid and high end. lacking low end but that's just because the drivers are small so no complains there. honestly if you need a pair of music/gaming/movie/producing speakers, get these...i didn't experience any mains hum, even when plugged into a 10-way extended with 6 other devices connected. 10/10",5,Positive,2022,2,15,419,68
224,224,0.06,0.612,0.329,0.81,0.02451125718653202,0.0671464204788208,0.9083422422409058,0.99977,great value money first pair received fault right hand channel wouldn work replacements perfect great sound look good,"great value for money.. first pair i received had a fault (right hand channel wouldn’t work) but the replacements have been perfect..great sound, look good too.",great value for money.,"first pair i received had a fault (right hand channel wouldn’t work) but the replacements have been perfect..great sound, look good too.",5,Positive,2022,2,12,160,26
225,225,0.102,0.685,0.213,0.7206,0.22860118746757507,0.4910409152507782,0.28035786747932434,0.99674,problem strange frequency response weird frequency response good soundstage thanks good directivity advice consider something else not bad compensate using eq based measurements found online,the problem is strange frequency response. weird frequency response. good soundstage thanks to good directivity. my advice is to consider something else but it’s not too bad if you can compensate using eq based on measurements found online.,the problem is strange frequency response,weird frequency response. good soundstage thanks to good directivity. my advice is to consider something else but it’s not too bad if you can compensate using eq based on measurements found online.,3,Neutral,2022,2,11,240,38
226,226,0.0,0.596,0.404,0.8591,0.00150166149251163,0.015073181129992008,0.9834251999855042,0.99976,perfect digital piano easy set powered monitor speakers looks good,perfect for my digital piano. easy to set up with my powered monitor speakers. looks good too.,perfect for my digital piano,easy to set up with my powered monitor speakers. looks good too.,5,Positive,2022,2,10,94,17
227,227,0.0,0.594,0.406,0.991,0.0017070961184799671,0.010028143413364887,0.988264799118042,0.99974,excellent presonus eris e5s bought sub8 go pair presonus eris e5s bought sound e5s pretty impressive sub8 brilliant easily good units costing way way sub8 great value 200 sturdily built good control connection options sounds great highly recommended price,"excellent with presonus eris e5s. i bought the sub8 to go with a pair of presonus eris e5s that i just bought. the sound of the e5s on their own was pretty impressive but with the sub8, just brilliant. easily as good as units costing way, way more. the sub8 is great value at under £200, very sturdily built, good control and connection options and sounds great. highly recommended at the price.",excellent with presonus eris e5s,"i bought the sub8 to go with a pair of presonus eris e5s that i just bought. the sound of the e5s on their own was pretty impressive but with the sub8, just brilliant. easily as good as units costing way, way more. the sub8 is great value at under £200, very sturdily built, good control and connection options and sounds great. highly recommended at the price.",5,Positive,2022,2,9,395,72
228,228,0.058,0.83,0.112,0.3612,0.007399294525384903,0.06379607319831848,0.9288046360015869,0.97038,best value quality small monitors ever heard great don skip bluetooth unless really won use mid low knobs back little versatile flat sounding required,"best value/quality small monitors i’ve ever heard.. they’re great, but don’t skip on the bluetooth unless you really won’t use it. has other mid and low knobs on the back, so they’re a little more versatile than just flat sounding when required.",best value/quality small monitors i’ve ever heard.,"they’re great, but don’t skip on the bluetooth unless you really won’t use it. has other mid and low knobs on the back, so they’re a little more versatile than just flat sounding when required.",5,Positive,2022,2,9,245,42
229,229,0.091,0.728,0.181,0.6964,0.07771579176187515,0.19578461349010468,0.7264995574951172,-0.99746,lovely speakers speakers not problem rather mistake bought knowing amp one already internally good thing tested left speaker right speaker amp connecting amp killed bought passive speakers instead local shop thanks,"lovely speakers. the speakers don't have any problem. it's rather my mistake that i bought it knowing that i have an amp, which this one already has internally. good thing that i've only tested the left speaker as the right speaker has the amp - so connecting it to the amp i have would have killed it. i've bought passive speakers instead from a local shop. thanks",lovely speakers,"the speakers don't have any problem. it's rather my mistake that i bought it knowing that i have an amp, which this one already has internally. good thing that i've only tested the left speaker as the right speaker has the amp - so connecting it to the amp i have would have killed it. i've bought passive speakers instead from a local shop. thanks",5,Positive,2022,2,7,365,67
230,230,0.0,0.755,0.245,0.9174,0.015818199142813683,0.07831952720880508,0.9058622717857361,0.99813,happy speakers like monitors believe made right decision buying little monkeys liked see visible marker volume knob also needs l shaped power cable instead straight took 43 minutes think something write extremely welcome,"happy with these speakers.. i like these monitors, i believe i have made the right decision buying these little monkeys. would've liked to see a visible marker on volume knob. also needs l shaped power cable instead of straight. took me 43 minutes to think of something to write here. you're extremely welcome.",happy with these speakers.,"i like these monitors, i believe i have made the right decision buying these little monkeys. would've liked to see a visible marker on volume knob. also needs l shaped power cable instead of straight. took me 43 minutes to think of something to write here. you're extremely welcome.",5,Positive,2022,2,6,310,53
231,231,0.075,0.751,0.174,0.4561,0.002157870214432478,0.017014453187584877,0.9808276295661926,0.99967,fill need pleased result lot dithering order,fill my need. i am very pleased with the result. (after a lot of dithering about what to order!),fill my need,i am very pleased with the result. (after a lot of dithering about what to order!),5,Positive,2022,2,6,96,19
